all_numbers,document_value,probability,receipt,rosies_tweet,remark_value,total_net_value,total_value,document_id,last_update,year,applicant_id,congressperson_id,congressperson_name,congressperson_document,party,state,term_id,term,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_type,document_number,issue_date,month,installment,batch_number,passenger,leg_of_the_trip,suspicions,receipt_text,search_vector
[],76.3,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771034.pdf'}",,0.0,76.3,0.0,6771034,2019-08-11T23:51:59.918810-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,CANTUCCI COMERCIO DE ALIMENTOS E VARIEDADES LTDA,13360660000125,4,18824,2019-02-20,2,0,1570593,,,,,
[],17.76,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771018.pdf'}",,0.0,17.76,0.0,6771018,2019-08-11T23:51:59.917307-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,4,32681,2019-02-20,2,0,1570593,,,,,
[],22.51,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6769575.pdf'}",,0.0,22.51,0.0,6769575,2019-08-11T23:51:59.842130-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,SILT SELF SERVICE EIRELI ME,07286731000194,4,20775,2019-02-20,2,0,1570134,,,,,
[],27.1,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6769342.pdf'}",,0.0,27.1,0.0,6769342,2019-08-11T23:51:59.825441-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,MARIETTA COM. DE ALIMENTOS LTDA,00683748000993,4,67522,2019-02-20,2,0,1569987,,,,,
[],69.21,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6771107.pdf'}",,0.0,69.21,0.0,6771107,2019-08-11T23:51:59.924677-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18384,2019-02-20,2,0,1570730,,,,,
[],61.43,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6769584.pdf'}",,0.0,61.43,0.0,6769584,2019-08-11T23:51:59.842706-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,MAIA & TAVARES LTDA,03247760000277,4,124769,2019-02-19,2,0,1570134,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6768212.pdf'}",,0.0,62.35,0.0,6768212,2019-08-11T23:51:59.738942-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18256,2019-02-19,2,0,1569512,,,,,
[],56.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6768017.pdf'}",,0.0,56.0,0.0,6768017,2019-08-11T23:51:59.724027-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,OPORTUNIDADE COMERCIO DE ALIMENTOS LTDA:34144907000146,34144907000146,4,219440,2019-02-19,2,0,1569459,,,,,
[],147.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6768011.pdf'}",,11.0,136.0,0.0,6768011,2019-08-11T23:51:59.723581-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,FBWM Com Bebidas Alim LTDA,23400452000166,4,31301,2019-02-19,2,0,1569459,,,{'meal_price_outlier': True},,
[],37.5,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6768717.pdf'}",,0.0,37.5,0.0,6768717,2019-08-11T23:51:59.776132-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,MARIETTA COMERCIO DE ALIMENTOS LTDA,00683748000802,4,616641,2019-02-19,2,0,1569840,,,,,
[],52.8,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6768643.pdf'}",,0.0,52.8,0.0,6768643,2019-08-11T23:51:59.771541-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,MARIETTA COM. DE ALIMENTOS LTDA,00683748000993,4,46462,2019-02-19,2,0,1569684,,,,,
[],62.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6768712.pdf'}",,0.0,62.0,0.0,6768712,2019-08-11T23:51:59.775620-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,CASARAO DA VILA RESTAURANTE LTDA - ME,27522923000160,4,38931,2019-02-19,2,0,1569840,,,,,
[],66.49,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3361/2019/6771191.pdf'}",,0.0,66.49,0.0,6771191,2019-08-11T23:51:59.932259-03:00,2019,3361,204414,AROLDO MARTINS,444,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18225,2019-02-19,2,0,1570569,,,,,
[],66.49,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3361/2019/6771191.pdf'}",,0.0,66.49,0.0,6771191,2019-08-11T23:51:59.932259-03:00,2019,3361,204414,AROLDO MARTINS,444,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18225,2019-02-19,2,0,1570569,,,,,
[],101.92,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6767246.pdf'}",,0.0,101.92,0.0,6767246,2019-08-11T23:51:59.657816-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,ML ALIMENTACAO E DIVERSOES SA,00493924000177,4,21684,2019-02-18,2,0,1569731,,,,,
[],25.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6767274.pdf'}",,0.0,25.0,0.0,6767274,2019-08-11T23:51:59.659958-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,ARMAZEM URBANO EIRELI-ME,22556233000108,4,1421,2019-02-18,2,0,1569731,,,,,
[],57.3,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6766727.pdf'}",,0.0,57.3,0.0,6766727,2019-08-11T23:51:55.939636-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,KANDOO CULINARIA JAPONESA LTDA. - ME,18189477000122,4,90365,2019-02-18,2,0,1568973,,,,,
[],68.5,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6768533.pdf'}",,0.0,68.5,0.0,6768533,2019-08-11T23:51:59.762238-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18204,2019-02-18,2,0,1569636,,,,,
[],85.58,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6766020.pdf'}",,0.0,85.58,0.0,6766020,2019-08-11T23:51:55.884583-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,Francisco Pátio Comércio de Alimentos Ltda EPP,02169338000105,4,28121,2019-02-17,2,0,1568704,,,,,
[],130.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3330/2019/6781745.pdf'}",,0.0,130.0,0.0,6781745,2019-08-11T23:52:08.112387-03:00,2019,3330,204396,VERMELHO,455,PSD,PR,56,2019,13,Congressperson meal,0,,Monterosso Comercio de Alimentos Eireli - Epp,29154439000150,4,14262,2019-02-17,2,0,1576068,,,,,
[],130.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3330/2019/6781745.pdf'}",,0.0,130.0,0.0,6781745,2019-08-11T23:52:08.112387-03:00,2019,3330,204396,VERMELHO,455,PSD,PR,56,2019,13,Congressperson meal,0,,Monterosso Comercio de Alimentos Eireli - Epp,29154439000150,4,14262,2019-02-17,2,0,1576068,,,,,
[],151.9,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6766012.pdf'}",,0.0,151.9,0.0,6766012,2019-08-11T23:51:55.884299-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,C.B. BRASILIA COMERCIO DE ALIMENTOS LTDA,11903789000107,4,49502,2019-02-16,2,0,1568704,,,,,
[],83.9,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6766010.pdf'}",,0.0,83.9,0.0,6766010,2019-08-11T23:51:55.884163-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,PH RESTAURANTE LTDA,31169785000154,4,131118,2019-02-16,2,0,1568704,,,,,
[],86.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6766721.pdf'}",,0.0,86.0,0.0,6766721,2019-08-11T23:51:55.938841-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,MONACO COMERCIO DE ALIMENTOS EIRELI - EPP,18582131000190,4,14375,2019-02-16,2,0,1568973,,,,,
[],120.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3330/2019/6781899.pdf'}",,0.0,120.0,0.0,6781899,2019-08-11T23:52:08.125173-03:00,2019,3330,204396,VERMELHO,455,PSD,PR,56,2019,13,Congressperson meal,0,,TROPPO PRESTO PIZZAS E MASSAS LTDA,07559568000196,4,28895,2019-02-15,2,0,1576068,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6768202.pdf'}",,0.0,62.35,0.0,6768202,2019-08-11T23:51:59.738034-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18094,2019-02-14,2,0,1569512,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6767234.pdf'}",,0.0,62.35,0.0,6767234,2019-08-11T23:51:59.656672-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,20671,2019-02-14,2,0,1569731,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6768202.pdf'}",,0.0,62.35,0.0,6768202,2019-08-11T23:51:59.738034-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18094,2019-02-14,2,0,1569512,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6767234.pdf'}",,0.0,62.35,0.0,6767234,2019-08-11T23:51:59.656672-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,20671,2019-02-14,2,0,1569731,,,,,
[],44.57,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6768564.pdf'}",,0.0,44.57,0.0,6768564,2019-08-11T23:51:59.767102-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,CASARAO DA VILA RESTAURANTE LTDA - ME,27522923000160,4,38642,2019-02-14,2,0,1569840,,,,,
[],65.78,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6766008.pdf'}",,0.0,65.78,0.0,6766008,2019-08-11T23:51:55.883896-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18132,2019-02-14,2,0,1568704,,,,,
[],50.96,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6766715.pdf'}",,0.0,50.96,0.0,6766715,2019-08-11T23:51:55.938169-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,CLEVELAND BARBOSA BERNARDES EIRELI,11939627000129,4,2941,2019-02-14,2,0,1568973,,,,,
[],37.68,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3290/2019/6810276.pdf'}",,0.0,37.68,0.0,6810276,2019-08-11T23:52:28.312053-03:00,2019,3290,204400,ALINE SLEUTJES,443,PSL,PR,56,2019,13,Congressperson meal,0,,RESTAURANTE DAS MINAS LTDA,04277081000394,4,17035,2019-02-14,2,0,1586323,,,,,
[],33.41,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6769589.pdf'}",,0.0,33.41,0.0,6769589,2019-08-11T23:51:59.843167-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,INTERNATIONAL MEAL COMPANY ALIMENTACAO S A,17314329004460,4,195960,2019-02-14,2,0,1570134,,,,,
[],51.6,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6773318.pdf'}",,0.0,51.6,0.0,6773318,2019-08-11T23:52:03.848708-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,MARIETTA COMERCIO DE ALIMENTOS LTDA,00683748000802,4,615681,2019-02-13,2,0,1571880,,,,,
[],64.9,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771257.pdf'}",,0.0,64.9,0.0,6771257,2019-08-11T23:51:59.938130-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,RESTAURANTE MADERO BRASILIA LT,22304309000299,4,256360,2019-02-13,2,0,1570593,,,,,
[],62.15,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3438/2019/6773636.pdf'}",,0.0,62.15,0.0,6773636,2019-08-11T23:52:03.874602-03:00,2019,3438,205865,REINHOLD STEPHANES JUNIOR,528,PSD,PR,56,2019,13,Congressperson meal,0,,WRC RESTAURANTES LTDA,26058791000102,4,74334,2019-02-13,2,0,1571809,,,,,
[],65.78,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6766009.pdf'}",,0.0,65.78,0.0,6766009,2019-08-11T23:51:55.884028-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,20584,2019-02-13,2,0,1568704,,,,,
[],27.1,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6766705.pdf'}",,0.0,27.1,0.0,6766705,2019-08-11T23:51:55.937530-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,MARIETTA COM. DE ALIMENTOS LTDA,00683748000993,4,66416,2019-02-13,2,0,1568973,,,,,
[],25.72,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6768140.pdf'}",,0.0,25.72,0.0,6768140,2019-08-11T23:51:59.732830-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,4,32375,2019-02-13,2,0,1569512,,,,,
[],65.78,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3330/2019/6781864.pdf'}",,0.0,65.78,0.0,6781864,2019-08-11T23:52:08.122892-03:00,2019,3330,204396,VERMELHO,455,PSD,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,10324,2019-02-13,2,0,1576067,,,,,
[],42.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6763891.pdf'}",,0.0,42.0,0.0,6763891,2019-08-11T23:51:55.745692-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,J.M BAR E RESTAURANTE LTDA,03235130000100,0,020082,2019-02-13,2,0,1568037,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3361/2019/6771204.pdf'}",,0.0,62.35,0.0,6771204,2019-08-11T23:51:59.933136-03:00,2019,3361,204414,AROLDO MARTINS,444,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,20534,2019-02-12,2,0,1570569,,,,,
[],71.93,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771239.pdf'}",,0.0,71.93,0.0,6771239,2019-08-11T23:51:59.936332-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,20531,2019-02-12,2,0,1570593,,,,,
[],102.11,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6764415.pdf'}",,0.0,102.11,0.0,6764415,2019-08-11T23:51:55.794210-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172002292,4,15411,2019-02-12,2,0,1568249,,,{'meal_price_outlier': True},,
[],122.65,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3438/2019/6764336.pdf'}",,0.0,122.65,0.0,6764336,2019-08-11T23:51:55.786117-03:00,2019,3438,205865,REINHOLD STEPHANES JUNIOR,528,PSD,PR,56,2019,13,Congressperson meal,0,,PORTO ALEGRE RESTAURANTE EIRELI,19115233000168,4,16370,2019-02-12,2,0,1568185,,,,,
[],25.77,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6762381.pdf'}",,0.0,25.77,0.0,6762381,2019-08-11T23:51:55.623597-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,CHAO DE ESTRELAS RESTAURANTE E PIZZARIA EIRELI,26512539000113,4,83322,2019-02-12,2,0,1567446,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6762340.pdf'}",,0.0,62.35,0.0,6762340,2019-08-11T23:51:55.621478-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,17959,2019-02-12,2,0,1567427,,,,,
[],57.89,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3330/2019/6781797.pdf'}",,0.0,57.89,0.0,6781797,2019-08-11T23:52:08.116505-03:00,2019,3330,204396,VERMELHO,455,PSD,PR,56,2019,13,Congressperson meal,0,,GREENS FOODS LTDA,23406188000178,4,56054,2019-02-12,2,0,1576067,,,,,
[],71.5,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771251.pdf'}",,0.0,71.5,0.0,6771251,2019-08-11T23:51:59.937452-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,RESTAURANTE MADERO BRASILIA LT,22304309000299,4,255987,2019-02-12,2,0,1570593,,,,,
[],29.56,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6763262.pdf'}",,0.0,29.56,0.0,6763262,2019-08-11T23:51:55.701807-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,DRAGON KING ALIMENTOS LTDA,01614770000197,4,31884,2019-02-12,2,0,1567754,,,,,
[],25.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3321/2019/6762004.pdf'}",,0.0,25.0,0.0,6762004,2019-08-11T23:51:55.597300-03:00,2019,3321,204397,BOCA ABERTA,445,PROS,PR,56,2019,13,Congressperson meal,0,,GARDA COMERCIO DE ALIMENTOS EIRELI ME,26903149000174,4,77025,2019-02-11,2,0,1567280,,,,,
[],34.88,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6769574.pdf'}",,0.0,34.88,0.0,6769574,2019-08-11T23:51:59.842017-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,RMAM COMERCIO DE ALIMENTOS EIRELI ME,30454644000110,4,8197,2019-02-11,2,0,1570134,,,,,
[],87.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6762040.pdf'}",,0.0,87.0,0.0,6762040,2019-08-11T23:51:55.599535-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,ZRC COMERCIO DE ALIMENTOS EIRELI,27688239000152,4,13156,2019-02-11,2,0,1567427,,,,,
[],29.9,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6762034.pdf'}",,0.0,29.9,0.0,6762034,2019-08-11T23:51:55.598846-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,MANGIARE LANCHONETE E SORVETERIA LTDA:05408878000184,05408878000184,4,173494,2019-02-11,2,0,1567427,,,,,
[],34.99,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6762029.pdf'}",,0.3,34.69,0.0,6762029,2019-08-11T23:51:55.598244-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,YUTAKA RESTAURANTE LTDA,14749283000183,4,42950,2019-02-11,2,0,1567302,,,,,
[],35.55,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6762279.pdf'}",,0.0,35.55,0.0,6762279,2019-08-11T23:51:55.616686-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,IS ALVES GASTRONIMIA - ME,21121555000161,4,8794,2019-02-11,2,0,1567413,,,,,
